# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
2 1 7 ff4700
3 1 7 ff4700
4 1 7 ff4700
5 1 7 ff4700
3 2 7 ff4700
4 2 7 ff4700
5 2 7 ff4700
3 3 7 ff4700
4 3 7 ff4700
5 3 7 ff4700
2 4 7 ff4700
3 4 7 ff4700
4 4 7 ff4700
5 4 7 ff4700
1 5 7 ff4700
2 5 7 ff4700
3 5 7 ff4700
4 5 7 ff4700
5 5 7 ff4700
0 6 7 ff4700
1 6 7 ff4700
2 6 7 ff4700
3 6 7 ff4700
4 6 7 ff4700
0 7 7 ff4700
1 7 7 ff4700
2 7 7 ff4700
3 7 7 ff4700
