# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
0 5 9 ff9800
1 5 9 ff9800
2 5 9 ff9800
3 5 9 ff9800
4 5 9 ff9800
5 5 9 ff9800
6 5 9 ff9800
0 6 9 ff9800
1 6 9 ff9800
2 6 9 ff9800
3 6 9 ff9800
4 6 9 ff9800
5 6 9 ff9800
6 6 9 ff9800
0 7 9 ff9800
1 7 9 ff9800
2 7 9 ff9800
3 7 9 ff9800
4 7 9 ff9800
5 7 9 ff9800
0 8 9 ff9800
1 8 9 ff9800
2 8 9 ff9800
3 8 9 ff9800
4 8 9 ff9800
5 8 9 ff9800
0 9 9 ff9800
1 9 9 ff9800
2 9 9 ff9800
3 9 9 ff9800
4 9 9 ff9800
0 10 9 ff9800
1 10 9 ff9800
2 10 9 ff9800
3 10 9 ff9800
0 11 9 ff9800
1 11 9 ff9800
0 0 10 ff9800
1 0 10 ff9800
2 0 10 ff9800
3 0 10 ff9800
4 0 10 ff9800
5 0 10 ff9800
0 1 10 ff9800
1 1 10 ff9800
2 1 10 ff9800
3 1 10 ff9800
4 1 10 ff9800
5 1 10 ff9800
0 2 10 ff9800
1 2 10 ff9800
2 2 10 ff9800
3 2 10 ff9800
4 2 10 ff9800
5 2 10 ff9800
6 2 10 ff9800
0 3 10 ff9800
1 3 10 ff9800
2 3 10 ff9800
3 3 10 ff9800
4 3 10 ff9800
5 3 10 ff9800
6 3 10 ff9800
0 4 10 ff9800
1 4 10 ff9800
2 4 10 ff9800
3 4 10 ff9800
4 4 10 ff9800
5 4 10 ff9800
6 4 10 ff9800
0 5 10 ff9800
1 5 10 ff9800
2 5 10 ff9800
3 5 10 ff9800
4 5 10 ff9800
5 5 10 ff9800
6 5 10 ff9800
0 6 10 ff9800
1 6 10 ff9800
2 6 10 ff9800
3 6 10 ff9800
4 6 10 ff9800
5 6 10 ff9800
6 6 10 ff9800
0 7 10 ff9800
1 7 10 ff9800
2 7 10 ff9800
3 7 10 ff9800
4 7 10 ff9800
5 7 10 ff9800
0 8 10 ff9800
1 8 10 ff9800
2 8 10 ff9800
3 8 10 ff9800
4 8 10 ff9800
5 8 10 ff9800
0 9 10 ff9800
1 9 10 ff9800
2 9 10 ff9800
3 9 10 ff9800
4 9 10 ff9800
0 10 10 ff9800
1 10 10 ff9800
2 10 10 ff9800
3 10 10 ff9800
0 11 10 ff9800
1 11 10 ff9800
0 0 11 ffac0f
1 0 11 ffac0f
2 0 11 ffac0f
3 0 11 ffac0f
4 0 11 ffac0f
5 0 11 ffac0f
6 0 11 ffac0f
0 1 11 ffac0f
1 1 11 ffac0f
2 1 11 ffac0f
3 1 11 ffac0f
4 1 11 ffac0f
5 1 11 ffac0f
6 1 11 ffac0f
0 2 11 ffac0f
1 2 11 ffac0f
2 2 11 ffac0f
3 2 11 ffac0f
4 2 11 ffac0f
5 2 11 ffac0f
6 2 11 ffac0f
7 2 11 ffac0f
0 3 11 ffac0f
1 3 11 ffac0f
2 3 11 ffac0f
3 3 11 ffac0f
4 3 11 ffac0f
5 3 11 ffac0f
6 3 11 ffac0f
7 3 11 ffac0f
0 4 11 ffac0f
1 4 11 ffac0f
2 4 11 ffac0f
3 4 11 ffac0f
4 4 11 ffac0f
5 4 11 ffac0f
6 4 11 ffac0f
7 4 11 ffac0f
0 5 11 ffac0f
1 5 11 ffac0f
2 5 11 ffac0f
3 5 11 ffac0f
4 5 11 ffac0f
5 5 11 ffac0f
6 5 11 ffac0f
7 5 11 ffac0f
0 6 11 ffac0f
1 6 11 ffac0f
2 6 11 ffac0f
3 6 11 ffac0f
4 6 11 ffac0f
5 6 11 ffac0f
6 6 11 ffac0f
7 6 11 ffac0f
0 7 11 ffac0f
1 7 11 ffac0f
2 7 11 ffac0f
3 7 11 ffac0f
4 7 11 ffac0f
5 7 11 ffac0f
6 7 11 ffac0f
0 8 11 ffac0f
1 8 11 ffac0f
2 8 11 ffac0f
3 8 11 ffac0f
4 8 11 ffac0f
5 8 11 ffac0f
6 8 11 ffac0f
0 9 11 ffac0f
1 9 11 ffac0f
2 9 11 ffac0f
3 9 11 ffac0f
4 9 11 ffac0f
5 9 11 ffac0f
0 10 11 ffac0f
1 10 11 ffac0f
2 10 11 ffac0f
3 10 11 ffac0f
4 10 11 ffac0f
0 11 11 ffac0f
1 11 11 ffac0f
2 11 11 ffac0f
3 11 11 ffac0f
0 12 11 ffac0f
1 12 11 ffac0f
0 0 12 ffac0f
1 0 12 ffac0f
2 0 12 ffac0f
3 0 12 ffac0f
4 0 12 ffac0f
5 0 12 ffac0f
6 0 12 ffac0f
0 1 12 ffac0f
1 1 12 ffac0f
2 1 12 ffac0f
3 1 12 ffac0f
4 1 12 ffac0f
5 1 12 ffac0f
6 1 12 ffac0f
0 2 12 ffac0f
1 2 12 ffac0f
2 2 12 ffac0f
3 2 12 ffac0f
4 2 12 ffac0f
5 2 12 ffac0f
6 2 12 ffac0f
7 2 12 ffac0f
0 3 12 ffac0f
1 3 12 ffac0f
2 3 12 ffac0f
3 3 12 ffac0f
4 3 12 ffac0f
5 3 12 ffac0f
6 3 12 ffac0f
7 3 12 ffac0f
0 4 12 ffac0f
1 4 12 ffac0f
2 4 12 ffac0f
3 4 12 ffac0f
